id,abv,ibu,nacionalidade_id,nome,estilo,cervejaria_id,oncas
1458,0.05,0.00,72,Sunshine Wheat Beer (2009),American Pale Wheat Ale,82,12.00
1459,0.05,18.00,71,Fat Tire Amber Ale (2008),American Amber / Red Ale,82,12.00
1460,0.03,6.00,1417,Weiss Trash Culture,Berliner Weissbier,410,12.00
1461,0.06,0.00,885,Sea Hag IPA,American IPA,410,12.00
1462,0.05,0.00,884,Elm City Pilsner,American Pilsner,410,12.00
1463,0.05,0.00,757,Atlantic Amber Ale (2004),American Amber / Red Ale,410,12.00
1464,0.09,0.00,568,668 Neighbor of the Beast12 oz.,Belgian Pale Ale,410,12.00
1465,0.09,85.00,320,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,410,12.00
1466,0.09,0.00,43,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,410,16.00
1467,0.09,85.00,42,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,410,16.00
1468,0.05,0.00,41,Elm City Lager (2007),American Pilsner,410,12.00
1469,0.05,0.00,40,Atlantic Amber Ale (2007),American Amber / Red Ale,410,12.00
1470,0.06,0.00,39,Sea Hag IPA (Current),American IPA,410,12.00
1471,0.05,0.00,2272,Rebirth Pale Ale,American Pale Ale (APA),174,12.00
1472,0.07,0.00,1582,Irish Channel Stout,American Stout,174,16.00
1473,0.09,0.00,1114,MechaHopzilla,American Double / Imperial IPA,174,16.00
1474,0.07,0.00,486,Hopitoulas IPA,American IPA,174,16.00
1475,0.04,0.00,485,NOLA Brown Ale,English Dark Mild Ale,174,12.00
1476,0.05,0.00,484,NOLA Blonde Ale,American Blonde Ale,174,12.00
1477,0.06,20.00,2043,Skylight,Dunkelweizen,241,12.00
1478,0.06,30.00,2042,Kadigan,American Blonde Ale,241,12.00
1479,0.05,50.00,2041,Dammit Jim!,American Amber / Red Ale,241,12.00
1480,0.05,0.00,646,Nut Brown Ale,English Brown Ale,518,12.00
1481,0.05,0.00,165,White Ale,Witbier,518,12.00
1482,0.04,35.00,2050,Cream Ale,Cream Ale,238,12.00
1483,0.07,0.00,915,Green Head IPA,American IPA,495,12.00
1484,0.05,0.00,914,Plum Island Belgian White,Witbier,495,12.00
1485,0.06,0.00,913,Newburyport Pale Ale,American Pale Ale (APA),495,12.00
1486,0.06,0.00,1811,Marblehead,American Amber / Red Ale,305,16.00
1487,0.05,31.00,1622,Jam Session,American Pale Ale (APA),359,16.00
1488,0.07,80.00,1621,Hop Drop N Roll IPA,American IPA,359,16.00
1489,0.06,0.00,1307,Paleo IPA,English India Pale Ale (IPA),431,12.00
1490,0.06,0.00,1306,Buck Snort Stout,American Stout,431,12.00
1491,0.06,0.00,1305,Station 33 Firehouse Red,Irish Red Ale,431,12.00
1492,0.04,0.00,1304,Slimy Pebble Pils,German Pilsener,431,12.00
1493,0.04,50.00,2692,Get Together,American IPA,0,16.00
1494,0.05,26.00,2691,Maggies Leap,Milk / Sweet Stout,0,16.00
1495,0.05,19.00,2690,Walls End,English Brown Ale,0,16.00
1496,0.06,38.00,2689,Pumpion,Pumpkin Ale,0,16.00
1497,0.06,25.00,2688,Stronghold,American Porter,0,16.00
1498,0.06,47.00,2687,Parapet ESB,Extra Special / Strong Bitter (ESB),0,16.00
1499,0.07,0.00,1854,Blue Boots IPA,American IPA,293,16.00
1500,0.06,0.00,1227,Hoppy Bitch IPA,American IPA,450,16.00
1501,0.06,42.00,1226,Three Skulls Ale Pale Ale,American Pale Ale (APA),450,16.00
1502,0.04,0.00,541,Walters Premium Pilsener Beer,German Pilsener,529,12.00
1503,0.04,0.00,109,Floppin Crappie,American Pale Wheat Ale,529,12.00
1504,0.04,0.00,1917,Left of the Dial IPA,American IPA,271,12.00
1505,0.04,0.00,1190,Notch Session Pils,Czech Pilsener,271,12.00
1506,0.06,0.00,1264,OFallon Pumpkin Beer,Pumpkin Ale,442,12.00
1507,0.06,66.00,1258,5 Day IPA,American IPA,442,12.00
1508,0.05,7.00,128,OFallon Wheach,Fruit / Vegetable Beer,442,12.00
1509,0.07,70.00,2331,Watershed IPA,American IPA,150,12.00
1510,0.05,24.00,1669,Oakshire Amber Ale,American Amber / Red Ale,150,12.00
1511,0.06,27.00,1668,Overcast Espresso Stout,American Stout,150,12.00
1512,0.07,70.00,999,Watershed IPA (2013),American IPA,150,12.00
1513,0.08,25.00,2247,Lake Monster,Baltic Porter,184,16.00
1514,0.05,27.00,2071,London Homesick Ale,English Bitter,184,12.00
1515,0.05,35.00,2070,Luchesa Lager,Keller Bier / Zwickel Bier,184,12.00
1516,0.05,35.00,2069,Slow Ride,American Pale Ale (APA),184,12.00
1517,0.05,0.00,2192,Occidental Hefeweizen,American Pale Wheat Ale,200,16.00
1518,0.05,0.00,1130,Occidental Dunkel,Dunkelweizen,200,16.00
1519,0.05,0.00,1129,Occidental Altbier,Altbier,200,16.00
1520,0.04,0.00,1081,Occidental Kölsch,Kölsch,200,16.00
1521,0.09,72.00,2335,Perpetual Darkness,Belgian Strong Dark Ale,148,12.00
1522,0.09,29.00,2334,Clan Warrior,Scotch Ale / Wee Heavy,148,12.00
1523,0.05,36.00,2333,Psycho Penguin Vanilla Porter,American Porter,148,12.00
1524,0.05,0.00,1721,Heliocentric Hefeweizen,Hefeweizen,148,12.00
1525,0.05,0.00,1720,Ghose Drifter Pale Ale,American Pale Ale (APA),148,12.00
1526,0.05,0.00,1431,Ghost Rider Pale Ale (2013),American Pale Ale (APA),148,12.00
1527,0.05,0.00,1430,Helios Hefeweizen (2013),Hefeweizen,148,12.00
1528,0.10,19.00,1059,The Hole in Hadrians Wall,Scottish Ale,471,16.00
1529,0.07,26.00,1058,33 Select Brown Ale,American Brown Ale,471,16.00
1530,0.06,29.00,603,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,471,16.00
1531,0.05,45.00,602,Boji Blue Pale Ale,American Pale Ale (APA),471,16.00
1532,0.06,26.00,601,Winter Games Select #32 Stout,American Stout,471,16.00
1533,0.05,23.00,600,Boji Beach Golden Rye Ale,Rye Beer,471,16.00
1534,0.06,0.00,1828,Hopsmith Pale Lager,American Pale Lager,301,16.00
1535,0.07,65.00,1487,Falling Down Brown Ale,American Brown Ale,301,16.00
1536,0.07,0.00,1486,Resolution Rye Stout,American Stout,301,16.00
1537,0.06,0.00,1485,Plowshare Porter,American Porter,301,16.00
1538,0.05,20.00,1394,Old Forge Pumpkin Ale,Pumpkin Ale,301,16.00
1539,0.04,0.00,1381,Endless Sun Ale,American Pale Wheat Ale,301,16.00
1540,0.07,0.00,900,Celestial Blonde Ale,American Blonde Ale,301,16.00
1541,0.07,0.00,891,Overbite IPA,American IPA,301,16.00
1542,0.06,0.00,509,T-Rail Pale Ale,American Pale Ale (APA),301,16.00
1543,0.05,0.00,508,Endless Summer Ale (2011),American Pale Wheat Ale,301,16.00
1544,0.05,0.00,1530,Clems Gold,American Pale Lager,390,16.00
1545,0.06,0.00,1529,Lizzys Red,American Amber / Red Lager,390,16.00
1546,0.07,0.00,1528,Orlison India Pale Lager,American Pale Lager,390,16.00
1547,0.04,0.00,1527,Brünette,Euro Dark Lager,390,16.00
1548,0.04,0.00,1526,Havanüther,Light Lager,390,16.00
1549,0.07,0.00,2113,Lyric Ale,Saison / Farmhouse Ale,216,12.00
1550,0.05,0.00,2112,Atalanta,Saison / Farmhouse Ale,216,12.00
1551,0.05,35.00,2302,Pinner Throwback IPA,American IPA,166,12.00
1552,0.05,0.00,1883,Centennial State Pale Ale,American Pale Ale (APA),166,19.20
1553,0.08,0.00,1859,Old Chub NITRO,Scotch Ale / Wee Heavy,166,16.00
1554,0.00,0.00,1796,The CROWLER™,,166,32.00
1555,0.00,0.00,1790,CAND AID Foundation,,166,12.00
1556,0.00,0.00,1752,Icey.P.A.,American IPA,166,16.00
1557,0.05,0.00,1751,One Nut Brown,English Brown Ale,166,12.00
1558,0.00,0.00,1750,Birth IPA,American IPA,166,12.00
1559,0.07,65.00,1444,Dales Pale Ale,American Pale Ale (APA),166,12.00
1560,0.07,65.00,1252,Dales Pale Ale,American Pale Ale (APA),166,12.00
1561,0.05,35.00,1167,Mamas Little Yella Pils,Czech Pilsener,166,19.20
1562,0.09,0.00,993,oSKAr the GRauch,American IPA,166,19.20
1563,0.09,0.00,992,oSKAr the GRauch,American IPA,166,16.00
1564,0.07,65.00,955,Dales Pale Ale,American Pale Ale (APA),166,19.20
1565,0.07,0.00,933,The Deuce,American Brown Ale,166,16.00
1566,0.07,65.00,892,Dales Pale Ale (10 Year Anniversary),American Pale Ale (APA),166,12.00
1567,0.07,65.00,828,Dales Pale Ale (2012),American Pale Ale (APA),166,12.00
1568,0.09,85.00,806,Gordon Imperial Red (2010),American Double / Imperial IPA,166,12.00
1569,0.07,65.00,755,Dales Pale Ale (2011),American Pale Ale (APA),166,12.00
1570,0.07,65.00,754,Dales Pale Ale (2010),American Pale Ale (APA),166,12.00
1571,0.09,85.00,726,GKNIGHT (16 oz.),American Double / Imperial IPA,166,16.00
1572,0.09,0.00,720,15th Anniversary Abbey Ale (2012),Belgian Dark Ale,166,16.00
1573,0.08,0.00,661,Chaka,Belgian Strong Pale Ale,166,16.00
1574,0.08,70.00,585,HGH (Home Grown Hops): Part Duh,American Strong Ale,166,12.00
1575,0.08,0.00,565,Deviant Dales IPA,American Double / Imperial IPA,166,16.00
1576,0.09,60.00,391,One Hit Wonder,American Double / Imperial IPA,166,12.00
1577,0.09,85.00,388,GKNIGHT (12 oz.),American Double / Imperial IPA,166,12.00
1578,0.10,98.00,8,Ten Fidy Imperial Stout,Russian Imperial Stout,166,12.00
1579,0.05,35.00,7,Mamas Little Yella Pils,Czech Pilsener,166,12.00
1580,0.10,100.00,6,GUBNA Imperial IPA,American Double / Imperial IPA,166,12.00
1581,0.08,35.00,5,Old Chub,Scottish Ale,166,12.00
1582,0.09,85.00,4,Gordon Ale (2009),American Double / Imperial IPA,166,12.00
1583,0.07,65.00,1,Dales Pale Ale,American Pale Ale (APA),166,12.00
1584,0.09,85.00,805,Gordon (2005),American Double / Imperial IPA,503,12.00
1585,0.10,98.00,804,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,503,12.00
1586,0.10,98.00,803,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,503,12.00
1587,0.08,35.00,787,Old Chub (2008),Scottish Ale,503,12.00
1588,0.08,35.00,786,Old Chub (2004),Scottish Ale,503,12.00
1589,0.08,35.00,785,Old Chub (2003),Scottish Ale,503,12.00
1590,0.07,65.00,745,Dales Pale Ale (2008),American Pale Ale (APA),503,12.00
1591,0.07,65.00,744,Dales Pale Ale (2006),American Pale Ale (APA),503,12.00
1592,0.07,65.00,743,Dales Pale Ale (2004),American Pale Ale (APA),503,12.00
1593,0.07,65.00,742,Dales Pale Ale (2003),American Pale Ale (APA),503,12.00
1594,0.07,65.00,741,Dales Pale Ale (2002),American Pale Ale (APA),503,12.00
1595,0.05,0.00,734,Leroy (2005),American Brown Ale,503,12.00
1596,0.09,60.00,733,Gordon Beer (2006),American Double / Imperial IPA,503,12.00
1597,0.09,85.00,1533,GKNIGHT,American Double / Imperial IPA,389,12.00
1598,0.10,98.00,1532,Ten Fidy,Russian Imperial Stout,389,12.00
1599,0.08,85.00,1328,Deviant Dales IPA,American Double / Imperial IPA,389,16.00
1600,0.08,35.00,1175,Old Chub,Scottish Ale,389,12.00
1601,0.07,65.00,1166,Dales Pale Ale,American Pale Ale (APA),389,19.20
1602,0.07,65.00,1065,Dales Pale Ale,American Pale Ale (APA),389,12.00
1603,0.06,45.00,1908,Fresh Slice White IPA,American White IPA,275,12.00
1604,0.06,55.00,1946,Overgrown American Pale Ale,American Pale Ale (APA),261,12.00
1605,0.04,39.00,1961,Ozark American Pale Ale,American Pale Ale (APA),259,12.00
1606,0.05,0.00,1684,Hula Hoppie Session IPA,American IPA,341,12.00
1607,0.05,0.00,927,Dirty Hippie Dark Wheat,American Dark Wheat Ale,341,12.00
1608,0.05,23.00,1268,Rustic Red,Irish Red Ale,441,16.00
1609,0.05,48.00,697,Stimulator Pale Ale,American Pale Ale (APA),441,16.00
1610,0.04,22.00,696,Old Town Ale,Kölsch,441,16.00
1611,0.04,28.00,695,Car 21,English Bitter,441,16.00
1612,0.05,24.00,694,Cache La Porter,American Porter,441,16.00
1613,0.04,35.00,1805,Rodeo Rye Pale Ale,American Pale Ale (APA),307,12.00
1614,0.06,65.00,1048,Outlaw IPA,American IPA,307,12.00
1615,0.04,0.00,1043,North Fork Lager,American Pale Lager,307,12.00
1616,0.05,35.00,890,Payette Pale Ale,American Pale Ale (APA),307,12.00
1617,0.06,25.00,775,Mutton Buster,American Brown Ale,307,12.00
1618,0.05,0.00,1087,Side Kick Kölsch,Kölsch,468,12.00
1619,0.05,0.00,1931,Fresh Cut Pilsner,American Pilsner,266,12.00
1620,0.05,61.00,1930,Summer Session Ale,American Pale Wheat Ale,266,12.00
1621,0.04,12.00,2238,Lobo Lito,Light Lager,187,12.00
1622,0.05,17.00,2144,Robert Earl Keen Honey Pils,American Pilsner,187,12.00
1623,0.07,77.00,2175,Mound Builder IPA,American IPA,205,12.00
1624,0.06,62.00,2168,Amazon Princess IPA,American IPA,205,12.00
1625,0.04,0.00,1956,Farmers Daughter Wheat,American Pale Wheat Ale,205,12.00
1626,0.04,0.00,1794,Peoples Pilsner,German Pilsener,205,12.00
1627,0.06,10.00,2633,Hotbox Brown,American Brown Ale,13,12.00
1628,0.05,15.00,2632,Gold,American Blonde Ale,13,12.00
1629,0.06,0.00,2631,Black,American Black Ale,13,12.00
1630,0.07,65.00,2630,98 Problems (Cuz A Hop Aint One),American IPA,13,12.00
1631,0.05,40.00,2629,Veteran’s Pale Ale (VPA),American Pale Ale (APA),13,12.00
1632,0.05,35.00,2628,Grapefruit IPA,American IPA,13,12.00
1633,0.05,0.00,1062,Petes ESP Lager (1998),American Pale Lager,470,12.00
1634,0.05,0.00,1061,Petes Wicked Summer Brew (1995),American Pale Wheat Ale,470,12.00
1635,0.05,0.00,1060,Petes Wicked Bohemian Pilsner (1997),Czech Pilsener,470,12.00
1636,0.00,0.00,1056,Petes Wicked Pale Ale (1997),American Pale Ale (APA),470,12.00
1637,0.05,0.00,1055,Petes Wicked Summer Brew (2002),American Pale Wheat Ale,470,12.00
1638,0.05,0.00,1054,Petes Wicked Summer Brew (1997),American Pale Wheat Ale,470,12.00
1639,0.05,0.00,1053,Petes Wicked Summer Brew (1996),American Pale Wheat Ale,470,12.00
1640,0.04,12.00,2635,Sparkle,American Pale Lager,11,16.00
1641,0.06,25.00,1404,North 45 Amber Ale,American Amber / Red Ale,11,16.00
1642,0.07,20.00,1403,Horny Monk,Dubbel,11,16.00
1643,0.07,74.00,1402,Minds Eye PA,American IPA,11,16.00
1644,0.06,60.00,2312,Camelback,American IPA,157,12.00
1645,0.06,0.00,1636,Local 5 Pale Ale,American Pale Ale (APA),355,16.00
1646,0.07,0.00,1518,Devils Head Red Ale,American Amber / Red Ale,355,16.00
1647,0.07,75.00,1384,Elephant Rock IPA,American IPA,355,12.00
1648,0.05,0.00,1797,Black Bay Milk Stout,Milk / Sweet Stout,310,12.00
1649,0.05,0.00,1437,Atom Splitter Pale Ale,American Pale Ale (APA),310,12.00
1650,0.06,20.00,1791,Hot Date Ale,Chile Beer,314,16.00
1651,0.07,0.00,1540,Masked Bandit IPA,American Black Ale,314,16.00
1652,0.06,24.00,1491,Sweet Potato Ale,Fruit / Vegetable Beer,314,16.00
1653,0.04,18.00,1335,Float Trip Ale,American Blonde Ale,314,16.00
1654,0.06,25.00,847,Old Tom Porter,American Porter,314,16.00
1655,0.04,18.00,846,Black Walnut Wheat,American Dark Wheat Ale,314,16.00
1656,0.06,20.00,521,McKinney Eddy Amber Ale,American Amber / Red Ale,314,16.00
1657,0.07,70.00,479,Missouri Mule India Pale Ale,American IPA,314,16.00
1658,0.07,0.00,2559,Blood of the Unicorn,American Amber / Red Ale,52,16.00
1659,0.07,51.00,1760,GreyBeard™ IPA,American IPA,324,12.00
1660,0.06,31.00,1759,Pisgah Pale Ale,American Pale Ale (APA),324,12.00
1661,0.04,0.00,1589,PONTO S.I.P.A.,American IPA,370,16.00
1662,0.05,0.00,1457,Chronic Ale,American Amber / Red Ale,370,16.00
1663,0.07,0.00,1191,Swamis India Pale Ale,American IPA,370,16.00
1664,0.05,0.00,2336,New Cleveland Palesner,American Pilsner,147,12.00
1665,0.05,45.00,2553,Mazzie,American Pale Ale (APA),55,12.00
1666,0.10,0.00,1909,Big Chuck Barleywine,American Barleywine,274,12.00
1667,0.00,0.00,335,Ponderosa IPA,American IPA,548,12.00
1668,0.00,0.00,64,Liquid Amber Ale,American Amber / Red Ale,548,12.00
1669,0.06,14.00,2360,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12.00
1670,0.07,17.00,1463,Hideout Helles,Munich Helles Lager,135,12.00
1671,0.06,15.00,1462,Dead Eye Dunkel,Munich Dunkel Lager,135,12.00
1672,0.06,21.00,1461,Peacemaker Pilsner,Czech Pilsener,135,12.00
1673,0.06,68.00,711,Over the Rail Pale Ale,American Pale Ale (APA),135,12.00
1674,0.06,21.00,188,Pallavicini Pilsner (2009),Czech Pilsener,135,12.00
1675,0.06,14.00,130,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12.00
1676,0.05,18.00,399,Pyramid Hefeweizen (2011),Hefeweizen,544,12.00
1677,0.05,18.00,82,Haywire Hefeweizen (2010),Hefeweizen,544,16.00
1678,0.04,35.00,2031,Golden Fleece,Belgian Pale Ale,246,12.00
1679,0.06,30.00,2030,Smoking Mirror,American Porter,246,12.00
1680,0.05,0.00,2269,Rahrs Blonde,Munich Helles Lager,176,12.00
1681,0.06,60.00,2229,Pride of Texas Pale Ale,American Pale Ale (APA),176,12.00
1682,0.04,5.00,2370,18th Anniversary Gose,Gose,128,12.00
1683,0.05,25.00,2211,White (2015),Witbier,128,12.00
1684,0.10,85.00,1861,BLAKKR,American Black Ale,128,12.00
1685,0.05,21.00,1718,Firemans #4 Blonde Ale (2013),American Blonde Ale,128,12.00
1686,0.06,0.00,1290,The Sword Iron Swan Ale,English Pale Ale,128,12.00
1687,0.05,52.00,1091,Hans Pils (2015),German Pilsener,128,12.00
1688,0.06,50.00,1086,Four Squared (2015),American Blonde Ale,128,12.00
1689,0.05,21.00,830,Firemans #4 Blonde Ale (2015),American Blonde Ale,128,12.00
1690,0.07,55.00,1021,Watership Brown Ale,American Brown Ale,475,12.00
1691,0.06,55.00,938,Gangway IPA,American IPA,475,12.00
1692,0.05,0.00,715,Long Day Lager,Czech Pilsener,475,12.00
1693,0.05,17.00,2516,Farmers Daughter Blonde,American Blonde Ale,68,16.00
1694,0.06,45.00,2515,Pump House IPA,American IPA,68,16.00
1695,0.07,0.00,2514,Suicide Blonde IPA,Belgian IPA,68,16.00
1696,0.05,25.00,2513,Vanilla Porter,American Porter,68,16.00
1697,0.06,18.00,2512,Honey Rye,Rye Beer,68,16.00
1698,0.06,0.00,1467,Happy Cider,Cider,403,16.00
1699,0.07,44.00,945,Long Hammer IPA,American IPA,487,16.00
1700,0.07,44.00,583,Long Hammer IPA,American IPA,487,12.00
1701,0.06,27.00,339,Copper Hook (2011),American Amber / Red Ale,487,12.00
1702,0.08,0.00,1375,Nectar of the Hops,Mead,421,16.00
1703,0.08,0.00,1374,Sunshine Nectar,Mead,421,16.00
1704,0.08,0.00,1373,Black Raspberry Nectar,Mead,421,16.00
1705,0.05,16.00,2087,Blood Orange Wit,Witbier,225,16.00
1706,0.05,40.00,2414,Consilium,American Pale Ale (APA),110,12.00
1707,0.09,60.00,1581,Hammer & Sickle,Russian Imperial Stout,110,12.00
1708,0.07,100.00,1176,Redacted Rye IPA,American IPA,110,16.00
1709,0.10,100.00,1006,Elevation Triple India Pale Ale,American Double / Imperial IPA,110,12.00
1710,0.05,25.00,1005,5:00 OClock Afternoon Ale,American Blonde Ale,110,16.00
1711,0.07,100.00,636,Ryeteous Rye IPA (2012),American IPA,110,16.00
1712,0.06,0.00,1538,Stout Ol Friend,American Stout,386,16.00
1713,0.06,0.00,1075,Stout Ol Friend (2012),American Stout,386,16.00
1714,0.00,0.00,710,Rye Porter,American Porter,386,16.00
1715,0.05,0.00,709,Miners Gold,American Blonde Ale,386,16.00
1716,0.05,0.00,708,Vienna Lager,Vienna Lager,386,16.00
1717,0.06,0.00,706,Jessies Garage,American Pale Ale (APA),386,16.00
1718,0.06,0.00,220,Colorado Red Ale,American Amber / Red Ale,386,12.00
1719,0.00,0.00,219,Miners Gold,American Blonde Ale,386,12.00
1720,0.06,40.00,2576,Fist City,American Pale Ale (APA),44,12.00
1721,0.07,0.00,1133,A Little Crazy,Belgian Pale Ale,44,12.00
1722,0.06,15.00,609,Rosa Hibiscus Ale,Herbed / Spiced Beer,44,12.00
1723,0.06,31.00,418,Fistmas Ale,Herbed / Spiced Beer,44,12.00
1724,0.06,25.00,417,Oktoberfest Revolution,Märzen / Oktoberfest,44,12.00
1725,0.07,28.00,416,Eugene Porter,American Porter,44,12.00
1726,0.07,70.00,415,Anti-Hero IPA,American IPA,44,12.00
1727,0.05,14.00,414,Bottom Up Belgian Wit,Witbier,44,12.00
1728,0.06,42.00,2452,Hustle,American Amber / Red Ale,93,12.00
1729,0.06,42.00,2451,Pure Fury,American Pale Ale (APA),93,12.00
1730,0.06,60.00,2132,Dad,American Amber / Red Ale,93,12.00
1731,0.06,35.00,1993,Panther,American Porter,93,12.00
1732,0.05,21.00,1992,Franz,Märzen / Oktoberfest,93,12.00
1733,0.04,45.00,1935,Zen,American Pale Ale (APA),93,12.00
1734,0.07,75.00,1852,Truth,American IPA,93,12.00
1735,0.05,25.00,1851,Cougar,American Blonde Ale,93,12.00
1736,0.04,0.00,2307,Smooth Operator,Cream Ale,162,16.00
1737,0.04,0.00,2580,Gose,Gose,42,16.00
1738,0.04,0.00,1807,Maine Island Trail Ale,American Pale Ale (APA),42,16.00
1739,0.05,0.00,1180,River North White Ale,Witbier,459,16.00
1740,0.05,0.00,1179,River North Ale,American Amber / Red Ale,459,16.00
1741,0.05,55.00,1771,Lil SIPA,American IPA,321,16.00
1742,0.06,60.00,1654,Hop Bomber Rye Pale Ale,American Pale Ale (APA),321,16.00
1743,0.05,100.00,2579,Jah Mon,American IPA,43,12.00
1744,0.06,0.00,2373,Oktoberfest,Märzen / Oktoberfest,43,12.00
1745,0.08,0.00,2049,Headless Wylie,Pumpkin Ale,43,12.00
1746,0.05,0.00,2048,Dayman IPA,American IPA,43,12.00
1747,0.07,0.00,1880,All Aboard! Anniversary Stout,Oatmeal Stout,43,12.00
1748,0.06,0.00,1879,Hop Lace,American White IPA,43,12.00
1749,0.05,0.00,1878,OH-PA Session Pale Ale,American Pale Ale (APA),43,12.00
1750,0.08,0.00,1877,Patricks Poison,American Amber / Red Ale,43,12.00
1751,0.08,0.00,1764,Rudolphs Red,American Amber / Red Ale,43,12.00
1752,0.05,0.00,1103,Babbling Blonde,American Blonde Ale,43,12.00
1753,0.05,0.00,1102,Maxwells Scottish Ale,Scottish Ale,43,12.00
1754,0.06,0.00,1101,Grateful White,Witbier,43,12.00
1755,0.06,0.00,1100,RT Lager,American Amber / Red Lager,43,12.00
1756,0.06,0.00,1099,Old Wylies IPA,American IPA,43,12.00
1757,0.05,0.00,1098,Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,43,12.00
1758,0.04,0.00,1330,Track 1 Amber Lager,American Amber / Red Lager,427,16.00
1759,0.05,0.00,2074,Pine Knob Pilsner,Czech Pilsener,229,16.00
1760,0.00,0.00,1724,Cal and Co. Black Cherry Porter,American Porter,229,16.00
1761,0.06,0.00,1280,Lazy Daze Lager,American Adjunct Lager,229,16.00
1762,0.06,0.00,899,Rochester Red Ale,American Amber / Red Ale,229,16.00
1763,0.05,0.00,363,Milkshake Stout,Milk / Sweet Stout,229,16.00
1764,0.07,0.00,158,Cornerstone IPA,American IPA,229,16.00
1765,0.06,0.00,97,Lazy Daze Lager,American Adjunct Lager,229,12.00
1766,0.05,0.00,1860,Rogue American Amber Ale,American Amber / Red Ale,289,16.00
1767,0.08,78.00,1577,12th Round,American Strong Ale,376,16.00
1768,0.07,80.00,1576,RoughTail IPA,American IPA,376,16.00
1769,0.08,0.00,1575,Polar Night Stout,American Stout,376,16.00
1770,0.07,36.00,2304,Sundown,Saison / Farmhouse Ale,164,12.00
1771,0.10,0.00,2249,Sanctified,Belgian Strong Pale Ale,164,12.00
1772,0.05,0.00,2053,Fear of a Brett Planet,American Pale Ale (APA),164,12.00
1773,0.06,40.00,1842,Original Slacker Ale,English Brown Ale,164,12.00
1774,0.07,0.00,1841,Alpha Blackback,American Black Ale,164,12.00
1775,0.06,0.00,1782,Kiss Off IPA,American IPA,164,12.00
1776,0.04,28.00,1552,Dog Days Summer Ale,Kölsch,164,12.00
1777,0.06,35.00,1479,1881 California Red,American Amber / Red Ale,397,12.00
1778,0.07,55.00,1478,CAPT Black IPA,American Black Ale,397,12.00
1779,0.05,42.00,1370,Ruhstallers Gilt Edge Lager Beer,American Amber / Red Lager,397,12.00
1780,0.07,55.00,883,CAPT Black IPA,American Black Ale,397,16.00
1781,0.06,35.00,882,1881 California Red Ale,American Amber / Red Ale,397,16.00
1782,0.05,15.00,1868,Saint Archer White Ale,Witbier,288,12.00
1783,0.07,66.00,1867,Saint Archer IPA,American IPA,288,12.00
1784,0.05,40.00,1865,Saint Archer Pale Ale,American Pale Ale (APA),288,12.00
1785,0.05,22.00,1864,Saint Archer Blonde,Kölsch,288,12.00
1786,0.07,20.00,2599,Sex Panther,American Porter,30,12.00
1787,0.10,25.00,2073,Winter Warmer (Vault Series),Winter Warmer,30,16.00
1788,0.09,99.00,2063,Count Hopula (Vault Series),American Double / Imperial IPA,30,16.00
1789,0.06,0.00,1995,Oktoberfest,Märzen / Oktoberfest,30,12.00
1790,0.05,15.00,1934,SunSpot Golden Ale,American Blonde Ale,30,12.00
1791,0.06,0.00,1329,I.W.A. (2011),American Pale Wheat Ale,30,12.00
1792,0.07,0.00,1299,Supermonk I.P.A.,Belgian IPA,30,12.00
1793,0.06,20.00,1073,Epicenter Amber Ale,American Amber / Red Ale,30,12.00
1794,0.05,15.00,1072,SanTan HefeWeizen,Hefeweizen,30,12.00
1795,0.07,85.00,1071,Hop Shock IPA,American IPA,30,12.00
1796,0.07,20.00,852,Sex Panther (2014),American Porter,30,12.00
1797,0.06,45.00,850,Devil’s Ale,American Pale Ale (APA),30,12.00
1798,0.08,0.00,839,Rail Slide Imperial Spiced Ale,Herbed / Spiced Beer,30,12.00
1799,0.05,20.00,777,Mr. Pineapple,Fruit / Vegetable Beer,30,12.00
1800,0.06,45.00,764,American Idiot Ale (2012),American Pale Ale (APA),30,12.00
1801,0.07,85.00,317,Hop Shock IPA (2010),American IPA,30,12.00
1802,0.05,15.00,286,SanTan HefeWeizen (2010),Hefeweizen,30,12.00
1803,0.06,45.00,285,Devil’s Ale (2010),American Pale Ale (APA),30,12.00
1804,0.06,20.00,124,Epicenter Amber Ale (2010),American Amber / Red Ale,30,12.00
1805,0.06,20.00,1392,Sanitas Saison Ale,Saison / Farmhouse Ale,419,12.00
1806,0.07,65.00,1391,Sanitas Black IPA,American Black Ale,419,12.00
1807,0.09,88.00,2002,Giant DIPA,American Double / Imperial IPA,252,16.00
1808,0.05,0.00,1683,Dread Brown Ale,American Brown Ale,252,12.00
1809,0.07,0.00,1362,Casinos IPA,English India Pale Ale (IPA),252,16.00
1810,0.06,30.00,1519,Saison 88,Saison / Farmhouse Ale,392,12.00
1811,0.07,95.00,967,Black IPA,American Black Ale,392,12.00
1812,0.04,0.00,599,Santa Fe Irish Red Ale,Irish Red Ale,392,12.00
